0,1,2,Final_Marks
1.9284207,1.8433028,-6.7172265,4
2.4395304,3.0734942,-7.0700116,4
2.3268216,2.2576573,-7.76675,4
2.1590507,0.6853815,-5.633237,4
1.9349678,1.8561913,-6.7334285,3
2.448381,3.2391353,-7.0684295,3
2.3733256,2.3909702,-7.9138455,3
2.1499527,0.85356915,-5.766821,3
1.9778978,2.593694,-6.9395404,2
2.457204,3.293116,-7.057727,2
2.4428322,2.3177407,-7.847636,2
2.1623135,0.6384347,-5.596413,2
2.4428065,4.170426,-6.952143,1
2.3416421,4.5280366,-6.8609066,1
2.3309188,4.2425656,-7.4751005,1
2.4113493,4.330851,-6.673134,1
-8.324348,2.841764,-13.812521,10
-8.305832,3.0792646,-13.84131,10
-7.459096,2.823628,-13.160647,10
-8.782382,1.4834065,-13.752084,10
-8.327873,2.9199517,-13.810855,9
-8.304568,3.0885372,-13.8682995,9
-7.4516034,2.8304234,-13.157433,9
-8.72806,1.3999393,-13.662967,9
-8.548902,2.8661325,-13.410352,8
-8.543976,2.7067006,-13.395505,8
-7.5241632,2.6010675,-12.697723,8
-9.161401,1.4184076,-13.691582,8
-8.703595,3.1519687,-13.021376,7
-8.670189,2.7779815,-13.050268,7
-7.5798373,2.629626,-12.472617,7
-9.181992,1.43769,-13.65569,7
-8.780515,3.198849,-12.943638,6
-8.691344,2.787683,-12.946239,6
-7.544405,2.637306,-12.446066,6
-9.193798,1.4245507,-13.648191,6
-8.800168,3.2086973,-12.937009,5
-8.71739,2.6815255,-12.824044,5
-7.557816,2.6160076,-12.421993,5
-9.188071,1.4623362,-13.591595,5
-9.276844,3.2127898,-12.294296,4
-8.945879,2.8410249,-12.5056305,4
-7.6115074,2.4638605,-12.317062,4
-9.2533865,1.428844,-13.495322,4
