0,1,2,Final_Marks
7.3564277,-8.645589,-0.21605235,8
4.546351,-5.487352,-2.3642209,6
6.795249,-8.134994,-1.797523,5
7.2851586,-8.437946,-2.2407146,5
6.475423,-8.8305435,-1.9722034,6
7.630671,-8.977664,-1.9035854,5
4.5339336,-5.4632144,-2.3733466,6
6.475423,-8.8305435,-1.9722034,6
6.1209607,-8.04925,-2.4394453,6
5.526227,-6.7057724,-2.1211154,6
6.475423,-8.8305435,-1.9722034,6
7.33504,-9.206985,-1.7326772,6
6.627821,-8.819247,-2.4843194,7
4.5699854,-5.515713,-2.3577774,7
4.583732,-5.5374146,-2.3535235,8
5.526227,-6.7057724,-2.1211154,6
4.6419244,-6.076545,-2.0577493,4
6.475423,-8.8305435,-1.9722034,6
7.3266454,-9.207003,-1.7267282,5
0.9334357,14.211564,2.696999,6
0.77869344,15.012382,1.7922357,6
0.7851388,14.9016485,1.7632642,6
1.9284779,12.549093,1.8857752,9
1.7031806,12.361178,0.84446883,9
1.865961,12.364004,1.488064,6
0.9333935,14.211605,2.6970253,5
0.7851388,14.9016485,1.7632642,7
1.7836307,12.405322,1.2503058,10
1.4486523,14.92956,1.5769112,6
1.3655233,15.125264,1.5790682,6
2.1880193,15.416334,2.3782625,5
2.0412962,15.063452,1.9935519,5
1.2723794,14.694471,1.8598715,5
1.0615811,14.247014,2.7401447,5
1.222132,15.505893,2.5124834,5
1.8346773,15.170625,2.4272304,6
2.1123376,15.333315,2.300914,6
1.8650669,12.376996,1.4994428,6
1.7179766,12.367618,0.9406606,8
1.8100036,12.389949,1.2988529,6
1.7461929,12.3106575,1.0085908,6
0.9333935,14.211605,2.6970253,6
0.77869344,15.012382,1.7922357,6
0.89778847,15.063936,1.9645262,4
1.6187912,15.2645855,1.7879189,5
2.1182735,11.547437,1.8066447,3
1.9273176,12.54433,1.8758881,9
0.9333935,14.211605,2.6970253,7
1.3875622,15.403869,2.2119153,5
1.1823725,15.428934,2.5290995,5
1.8074807,12.338528,1.3290718,6
1.71962,12.368231,0.94603467,7
1.3438865,14.906023,1.5326256,6
0.9150508,13.88682,1.0806491,7
1.8311497,15.198503,2.4288466,5
1.6960812,15.50087,2.3566394,5
0.8332265,14.169649,2.6939604,6
-2.5498903,10.391854,-8.051924,8
-1.3831099,11.53444,-8.751835,6
-2.1197407,11.155853,-8.283421,6
-2.5449336,10.439254,-8.004493,7
-1.6100017,11.234428,-9.024053,6
-1.4152308,10.21096,-9.221194,9
-1.1492543,11.223665,-8.050928,7
-1.6550117,11.3869295,-8.020319,6
-1.490069,11.476395,-8.059189,6
-2.294691,10.204654,-8.409668,8
-2.0615177,10.212834,-8.492997,10
-2.1962614,9.763534,-6.669412,4
-2.4891672,9.631917,-6.64282,5
-3.361939,9.437088,-8.020238,5
